Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
100,Badwani,Anjad,Cotton,Other,FAQ,7300,8560,8305,2022-11-23
205,Khargone,Badwaha,Cotton,Other,FAQ,5305,8545,5355,2022-11-23
313,Badwani,Badwani,Cotton,H4,FAQ,8000,8950,8100,2022-11-23
314,Badwani,Badwani,Cotton,Local,FAQ,8300,8500,8300,2022-11-23
489,Khargone,Bhikangaon,Cotton,H4,FAQ,7400,9012,8780,2022-11-23
559,Dhar,Dhamnod,Cotton,Desi,FAQ,7500,8545,8210,2022-11-23
642,Dhar,Gandhwani,Cotton,Other,FAQ,8000,8790,8550,2022-11-23
737,Jhabua,Jhabua,Cotton,Desi,FAQ,7860,8400,8130,2022-11-23
793,Alirajpur,Jobat,Cotton,Other,FAQ,7500,8620,8500,2022-11-23
855,Khargone,Karhi,Cotton,Other,FAQ,7590,8500,8410,2022-11-23
919,Khargone,Kasrawad,Cotton,Other,FAQ,7500,8700,7500,2022-11-23
983,Khandwa,Khandwa,Cotton,Other,FAQ,7000,8924,8602,2022-11-23
1049,Khargone,Khargone,Cotton,Other,FAQ,6500,9040,8500,2022-11-23
1123,Badwani,Khetia,Cotton,H4,FAQ,7550,9930,8600,2022-11-23
1210,Dhar,Kukshi,Cotton,H4,FAQ,8100,8875,8460,2022-11-23
1310,Dhar,Manawar,Cotton,Other,FAQ,8200,8900,8200,2022-11-23
1479,Jhabua,Petlawad,Cotton,Cotton (Unginned),FAQ,7500,8200,7800,2022-11-23
1480,Jhabua,Petlawad,Cotton,MECH-1,FAQ,7600,7700,7625,2022-11-23
1578,Ratlam,Sailana,Cotton,DCH-32(Unginned),FAQ,7100,8500,7800,2022-11-23
1639,Khargone,Sanawad,Cotton,Cotton (Unginned),FAQ,7005,8665,8400,2022-11-23
1700,Chhindwara,Saunsar,Cotton,H4,FAQ,8500,8650,8600,2022-11-23
1718,Khargone,Segaon,Cotton,Cotton US,FAQ,8200,8400,8400,2022-11-23
1753,Badwani,Sendhwa,Cotton,H4,FAQ,7850,8630,8240,2022-11-23
1844,Jhabua,Thandla,Cotton,DCH-32 (Ginned),FAQ,7500,8204,8000,2022-11-23
37,Alirajpur,Alirajpur,Cotton,Other,FAQ,8000,8200,8200,2022-11-24
99,Badwani,Anjad,Cotton,Other,FAQ,6520,8660,7600,2022-11-24
204,Khargone,Badwaha,Cotton,Other,FAQ,6000,8660,8490,2022-11-24
311,Badwani,Badwani,Cotton,Local,FAQ,8200,8400,8300,2022-11-24
312,Badwani,Badwani,Cotton,H4,FAQ,8100,8300,8200,2022-11-24
436,Badwani,Balwadi,Cotton,Other,FAQ,8000,8300,8100,2022-11-24
488,Khargone,Bhikangaon,Cotton,H4,FAQ,7855,8880,8671,2022-11-24
558,Dhar,Dhamnod,Cotton,Desi,FAQ,7500,8730,8450,2022-11-24
641,Dhar,Gandhwani,Cotton,Other,FAQ,8000,8800,8400,2022-11-24
736,Jhabua,Jhabua,Cotton,Desi,FAQ,7800,8551,8176,2022-11-24
792,Alirajpur,Jobat,Cotton,Other,FAQ,8000,8500,8300,2022-11-24
854,Khargone,Karhi,Cotton,Other,FAQ,7030,8600,8390,2022-11-24
918,Khargone,Kasrawad,Cotton,Other,FAQ,8200,8200,8200,2022-11-24
982,Khandwa,Khandwa,Cotton,Other,FAQ,8015,9106,8650,2022-11-24
1048,Khargone,Khargone,Cotton,Other,FAQ,6500,9190,8600,2022-11-24
1122,Badwani,Khetia,Cotton,H4,FAQ,7600,10025,8800,2022-11-24
1209,Dhar,Kukshi,Cotton,H4,FAQ,8410,8725,8620,2022-11-24
1309,Dhar,Manawar,Cotton,Other,FAQ,8300,9050,8500,2022-11-24
1526,Dhar,Rajgarh,Cotton,DCH-32(Unginned),FAQ,8250,8350,8300,2022-11-24
1638,Khargone,Sanawad,Cotton,Cotton (Unginned),FAQ,7900,8800,8500,2022-11-24
1699,Chhindwara,Saunsar,Cotton,H4,FAQ,8500,9058,8630,2022-11-24
1752,Badwani,Sendhwa,Cotton,H4,FAQ,7950,8630,8400,2022-11-24
1843,Jhabua,Thandla,Cotton,DCH-32 (Ginned),FAQ,7500,8200,8000,2022-11-24
36,Alirajpur,Alirajpur,Cotton,Other,FAQ,8300,8500,8400,2022-11-25
98,Badwani,Anjad,Cotton,Other,FAQ,7210,8750,8500,2022-11-25
203,Khargone,Badwaha,Cotton,Other,FAQ,6405,8800,8690,2022-11-25
309,Badwani,Badwani,Cotton,H4,FAQ,8100,8400,8350,2022-11-25
310,Badwani,Badwani,Cotton,Local,FAQ,7500,8200,8100,2022-11-25
487,Khargone,Bhikangaon,Cotton,H4,FAQ,7600,9110,8790,2022-11-25
556,Dhar,Dhamnod,Cotton,Desi,FAQ,6205,8795,8585,2022-11-25
557,Dhar,Dhamnod,Cotton,Y-1,FAQ,9200,9200,9200,2022-11-25
640,Dhar,Gandhwani,Cotton,Other,FAQ,8200,8716,8450,2022-11-25
735,Jhabua,Jhabua,Cotton,Desi,FAQ,7850,8750,8300,2022-11-25
791,Alirajpur,Jobat,Cotton,Other,FAQ,8000,8600,8500,2022-11-25
853,Khargone,Karhi,Cotton,Other,FAQ,7000,8400,8200,2022-11-25
917,Khargone,Kasrawad,Cotton,Other,FAQ,8400,9000,8400,2022-11-25
981,Khandwa,Khandwa,Cotton,Other,FAQ,8040,9301,8775,2022-11-25
1047,Khargone,Khargone,Cotton,Other,FAQ,7100,9405,8750,2022-11-25
1208,Dhar,Kukshi,Cotton,H4,FAQ,8400,8805,8655,2022-11-25
1308,Dhar,Manawar,Cotton,Other,FAQ,7520,9000,8600,2022-11-25
1477,Jhabua,Petlawad,Cotton,Cotton (Unginned),FAQ,7200,8100,7869,2022-11-25
1478,Jhabua,Petlawad,Cotton,DCH-32(Unginned),FAQ,7700,7800,7750,2022-11-25
1577,Ratlam,Sailana,Cotton,DCH-32(Unginned),FAQ,7200,8500,7800,2022-11-25
1637,Khargone,Sanawad,Cotton,Cotton (Unginned),FAQ,8100,8850,8550,2022-11-25
1698,Chhindwara,Saunsar,Cotton,H4,FAQ,8550,8850,8750,2022-11-25
1751,Badwani,Sendhwa,Cotton,H4,FAQ,7600,8855,8505,2022-11-25
35,Alirajpur,Alirajpur,Cotton,Other,FAQ,8000,8500,8400,2022-11-26
97,Badwani,Anjad,Cotton,Other,FAQ,6400,8730,8400,2022-11-26
202,Khargone,Badwaha,Cotton,Other,FAQ,7000,9000,7760,2022-11-26
307,Badwani,Badwani,Cotton,Local,FAQ,8100,8500,8500,2022-11-26
308,Badwani,Badwani,Cotton,H4,FAQ,8300,8300,8300,2022-11-26
486,Khargone,Bhikangaon,Cotton,H4,FAQ,8406,9150,8830,2022-11-26
639,Dhar,Gandhwani,Cotton,Other,FAQ,8100,9000,8550,2022-11-26
733,Jhabua,Jhabua,Cotton,Desi,FAQ,7975,8715,8345,2022-11-26
734,Jhabua,Jhabua,Cotton,Other,FAQ,8100,8300,8200,2022-11-26
790,Alirajpur,Jobat,Cotton,Other,FAQ,8000,8600,8600,2022-11-26
916,Khargone,Kasrawad,Cotton,Other,FAQ,8700,8700,8700,2022-11-26
1046,Khargone,Khargone,Cotton,Other,FAQ,7000,9105,8750,2022-11-26
1121,Badwani,Khetia,Cotton,H4,FAQ,8100,8790,8600,2022-11-26
1207,Dhar,Kukshi,Cotton,H4,FAQ,8000,8900,8500,2022-11-26
1307,Dhar,Manawar,Cotton,Other,FAQ,8500,9000,9000,2022-11-26
1387,Khandwa,Pandhana,Cotton,Other,FAQ,8691,8720,8720,2022-11-26
1474,Jhabua,Petlawad,Cotton,DCH-32(Unginned),FAQ,7700,7800,7750,2022-11-26
1475,Jhabua,Petlawad,Cotton,Cotton (Unginned),FAQ,7000,8210,7962,2022-11-26
1476,Jhabua,Petlawad,Cotton,MECH-1,FAQ,7600,7800,7667,2022-11-26
1576,Ratlam,Sailana,Cotton,DCH-32(Unginned),FAQ,7400,8100,7800,2022-11-26
1636,Khargone,Sanawad,Cotton,Cotton (Unginned),FAQ,8130,8900,8600,2022-11-26
1697,Chhindwara,Saunsar,Cotton,H4,FAQ,8600,8860,8800,2022-11-26
1750,Badwani,Sendhwa,Cotton,H4,FAQ,7500,8735,8117,2022-11-26
1842,Jhabua,Thandla,Cotton,DCH-32 (Ginned),FAQ,7500,8100,8000,2022-11-26
34,Alirajpur,Alirajpur,Cotton,Other,FAQ,8000,8500,8300,2022-11-27
96,Badwani,Anjad,Cotton,Other,FAQ,7600,8650,8650,2022-11-27
201,Khargone,Badwaha,Cotton,Other,FAQ,7000,9000,8760,2022-11-27
305,Badwani,Badwani,Cotton,H4,FAQ,8000,8830,8150,2022-11-27
306,Badwani,Badwani,Cotton,Local,FAQ,8100,8500,8300,2022-11-27
435,Badwani,Balwadi,Cotton,Other,FAQ,8000,8300,8100,2022-11-27
485,Khargone,Bhikangaon,Cotton,H4,FAQ,7700,9280,8885,2022-11-27
638,Dhar,Gandhwani,Cotton,Other,FAQ,8400,8400,8400,2022-11-27
732,Jhabua,Jhabua,Cotton,Desi,FAQ,7600,8800,8200,2022-11-27
789,Alirajpur,Jobat,Cotton,Other,FAQ,8200,8600,8500,2022-11-27
915,Khargone,Kasrawad,Cotton,Cotton (Unginned),FAQ,8000,8400,8000,2022-11-27
1120,Badwani,Khetia,Cotton,H4,FAQ,8500,8800,8625,2022-11-27
1206,Dhar,Kukshi,Cotton,H4,FAQ,8000,8900,8500,2022-11-27
1473,Jhabua,Petlawad,Cotton,DCH-32(Unginned),FAQ,7000,8500,7898,2022-11-27
1525,Dhar,Rajgarh,Cotton,DCH-32(Unginned),FAQ,8000,8400,8200,2022-11-27
1575,Ratlam,Sailana,Cotton,DCH-32(Unginned),FAQ,7600,8100,7800,2022-11-27
1749,Badwani,Sendhwa,Cotton,H4,FAQ,7650,8700,8400,2022-11-27
1841,Jhabua,Thandla,Cotton,DCH-32 (Ginned),FAQ,7700,7700,7700,2022-11-27
33,Alirajpur,Alirajpur,Cotton,Other,FAQ,8000,8500,8500,2022-11-28
95,Badwani,Anjad,Cotton,Other,FAQ,7400,8690,8510,2022-11-28
200,Khargone,Badwaha,Cotton,Other,FAQ,7530,8770,8590,2022-11-28
303,Badwani,Badwani,Cotton,Local,FAQ,8100,8500,8300,2022-11-28
304,Badwani,Badwani,Cotton,H4,FAQ,8000,8300,8125,2022-11-28
434,Badwani,Balwadi,Cotton,Other,FAQ,8000,8721,8500,2022-11-28
484,Khargone,Bhikangaon,Cotton,H4,FAQ,7790,9180,8691,2022-11-28
637,Dhar,Gandhwani,Cotton,Other,FAQ,7864,9050,8450,2022-11-28
731,Jhabua,Jhabua,Cotton,Desi,FAQ,8000,8775,8388,2022-11-28
788,Alirajpur,Jobat,Cotton,Other,FAQ,8200,8600,8500,2022-11-28
852,Khargone,Karhi,Cotton,Other,FAQ,8080,8600,8500,2022-11-28
913,Khargone,Kasrawad,Cotton,Other,FAQ,8646,8800,8646,2022-11-28
914,Khargone,Kasrawad,Cotton,Cotton (Unginned),FAQ,6000,8000,8000,2022-11-28
980,Khandwa,Khandwa,Cotton,Other,FAQ,7500,8959,8654,2022-11-28
1045,Khargone,Khargone,Cotton,Other,FAQ,7000,9105,8700,2022-11-28
1119,Badwani,Khetia,Cotton,H4,FAQ,7500,9400,8723,2022-11-28
1205,Dhar,Kukshi,Cotton,H4,FAQ,8460,8745,8650,2022-11-28
1306,Dhar,Manawar,Cotton,Other,FAQ,7600,9200,8800,2022-11-28
1386,Khandwa,Pandhana,Cotton,Other,FAQ,8500,8641,8600,2022-11-28
1471,Jhabua,Petlawad,Cotton,Cotton (Unginned),FAQ,7750,8300,8028,2022-11-28
1472,Jhabua,Petlawad,Cotton,H4,FAQ,7900,8100,7946,2022-11-28
1574,Ratlam,Sailana,Cotton,DCH-32(Unginned),FAQ,4500,8495,7800,2022-11-28
1635,Khargone,Sanawad,Cotton,Cotton (Unginned),FAQ,6680,8800,8500,2022-11-28
1696,Chhindwara,Saunsar,Cotton,H4,FAQ,8425,8900,8800,2022-11-28
1748,Badwani,Sendhwa,Cotton,H4,FAQ,7650,8700,8400,2022-11-28
1840,Jhabua,Thandla,Cotton,DCH-32 (Ginned),FAQ,7400,8100,8000,2022-11-28
32,Alirajpur,Alirajpur,Cotton,Other,FAQ,8000,8500,8400,2022-11-29
94,Badwani,Anjad,Cotton,Other,FAQ,6760,8550,8400,2022-11-29
199,Khargone,Badwaha,Cotton,Other,FAQ,6430,8555,8405,2022-11-29
301,Badwani,Badwani,Cotton,H4,FAQ,8100,8500,8500,2022-11-29
302,Badwani,Badwani,Cotton,Local,FAQ,3300,8400,8350,2022-11-29
555,Dhar,Dhamnod,Cotton,Desi,FAQ,7055,8700,8455,2022-11-29
636,Dhar,Gandhwani,Cotton,Other,FAQ,8180,9000,8550,2022-11-29
730,Jhabua,Jhabua,Cotton,Desi,FAQ,7800,8800,8300,2022-11-29
787,Alirajpur,Jobat,Cotton,Other,FAQ,7900,8611,8500,2022-11-29
851,Khargone,Karhi,Cotton,Other,FAQ,7410,8700,8460,2022-11-29
912,Khargone,Kasrawad,Cotton,Other,FAQ,8700,9076,8700,2022-11-29
979,Khandwa,Khandwa,Cotton,Other,FAQ,7500,9013,8680,2022-11-29
1044,Khargone,Khargone,Cotton,Other,FAQ,7500,9110,8600,2022-11-29
1204,Dhar,Kukshi,Cotton,H4,FAQ,8300,8700,8585,2022-11-29
1305,Dhar,Manawar,Cotton,Other,FAQ,8700,8800,8725,2022-11-29
1385,Khandwa,Pandhana,Cotton,Other,FAQ,8391,8391,8391,2022-11-29
1469,Jhabua,Petlawad,Cotton,MECH-1,FAQ,7700,7800,7775,2022-11-29
1470,Jhabua,Petlawad,Cotton,Cotton (Unginned),FAQ,7100,8201,7877,2022-11-29
1524,Dhar,Rajgarh,Cotton,DCH-32(Unginned),FAQ,8200,8250,8230,2022-11-29
1573,Ratlam,Sailana,Cotton,DCH-32(Unginned),FAQ,7029,8500,7800,2022-11-29
1634,Khargone,Sanawad,Cotton,Cotton (Unginned),FAQ,6905,8785,8500,2022-11-29
1695,Chhindwara,Saunsar,Cotton,H4,FAQ,8550,8845,8800,2022-11-29
1747,Badwani,Sendhwa,Cotton,H4,FAQ,7550,8675,8200,2022-11-29
1839,Jhabua,Thandla,Cotton,DCH-32 (Ginned),FAQ,7000,8120,8000,2022-11-29
31,Alirajpur,Alirajpur,Cotton,Other,FAQ,8000,8500,8300,2022-11-30
93,Badwani,Anjad,Cotton,Other,FAQ,7000,8800,8400,2022-11-30
198,Khargone,Badwaha,Cotton,Other,FAQ,6605,8550,8375,2022-11-30
299,Badwani,Badwani,Cotton,Local,FAQ,8100,8950,8120,2022-11-30
300,Badwani,Badwani,Cotton,H4,FAQ,8000,8500,8450,2022-11-30
433,Badwani,Balwadi,Cotton,Other,FAQ,8250,8570,8500,2022-11-30
483,Khargone,Bhikangaon,Cotton,H4,FAQ,7950,9061,8680,2022-11-30
553,Dhar,Dhamnod,Cotton,Desi,FAQ,7000,8655,8410,2022-11-30
554,Dhar,Dhamnod,Cotton,Y-1,FAQ,9290,9290,9290,2022-11-30
635,Dhar,Gandhwani,Cotton,Other,FAQ,8200,8950,8550,2022-11-30
729,Jhabua,Jhabua,Cotton,Desi,FAQ,7600,8725,8163,2022-11-30
786,Alirajpur,Jobat,Cotton,Other,FAQ,8000,8600,8500,2022-11-30
850,Khargone,Karhi,Cotton,Other,FAQ,7900,8810,8480,2022-11-30
910,Khargone,Kasrawad,Cotton,Cotton (Unginned),FAQ,6500,8500,8500,2022-11-30
911,Khargone,Kasrawad,Cotton,Other,FAQ,8564,8800,8800,2022-11-30
978,Khandwa,Khandwa,Cotton,Other,FAQ,8100,8966,8655,2022-11-30
1043,Khargone,Khargone,Cotton,Other,FAQ,7400,8880,8500,2022-11-30
1203,Dhar,Kukshi,Cotton,H4,FAQ,8280,8790,8600,2022-11-30
1304,Dhar,Manawar,Cotton,Other,FAQ,8200,9250,8700,2022-11-30
1384,Khandwa,Pandhana,Cotton,Other,FAQ,8511,8643,8561,2022-11-30
1466,Jhabua,Petlawad,Cotton,Cotton (Unginned),FAQ,7700,8200,7952,2022-11-30
1467,Jhabua,Petlawad,Cotton,DCH-32(Unginned),FAQ,7700,7801,7775,2022-11-30
1468,Jhabua,Petlawad,Cotton,MECH-1,FAQ,7700,7800,7750,2022-11-30
1572,Ratlam,Sailana,Cotton,DCH-32(Unginned),FAQ,4401,8100,7800,2022-11-30
1633,Khargone,Sanawad,Cotton,Cotton (Unginned),FAQ,6905,8785,8500,2022-11-30
1694,Chhindwara,Saunsar,Cotton,H4,FAQ,8700,9005,8750,2022-11-30
1746,Badwani,Sendhwa,Cotton,H4,FAQ,8450,8680,8565,2022-11-30
1838,Jhabua,Thandla,Cotton,DCH-32 (Ginned),FAQ,7500,8100,8000,2022-11-30
30,Alirajpur,Alirajpur,Cotton,Other,FAQ,7000,8000,7500,2022-12-01
92,Badwani,Anjad,Cotton,Other,FAQ,6200,8700,8000,2022-12-01
197,Khargone,Badwaha,Cotton,Other,FAQ,6505,8600,8550,2022-12-01
297,Badwani,Badwani,Cotton,H4,FAQ,8000,8500,8500,2022-12-01
298,Badwani,Badwani,Cotton,Local,FAQ,3200,8400,8100,2022-12-01
482,Khargone,Bhikangaon,Cotton,H4,FAQ,7900,9100,8740,2022-12-01
552,Dhar,Dhamnod,Cotton,Desi,FAQ,5900,8665,8425,2022-12-01
634,Dhar,Gandhwani,Cotton,Other,FAQ,8200,8950,8400,2022-12-01
727,Jhabua,Jhabua,Cotton,Desi,FAQ,7600,8511,8056,2022-12-01
728,Jhabua,Jhabua,Cotton,Other,FAQ,7780,7820,7800,2022-12-01
785,Alirajpur,Jobat,Cotton,Other,FAQ,7000,8525,8500,2022-12-01
849,Khargone,Karhi,Cotton,Other,FAQ,8101,8600,8401,2022-12-01
908,Khargone,Kasrawad,Cotton,Other,FAQ,7500,7500,7500,2022-12-01
909,Khargone,Kasrawad,Cotton,Cotton (Unginned),FAQ,8000,8000,8000,2022-12-01
977,Khandwa,Khandwa,Cotton,Other,FAQ,8000,9017,8691,2022-12-01
1042,Khargone,Khargone,Cotton,Other,FAQ,7400,8940,8500,2022-12-01
1118,Badwani,Khetia,Cotton,H4,FAQ,7700,10200,8800,2022-12-01
1202,Dhar,Kukshi,Cotton,H4,FAQ,8205,8685,8625,2022-12-01
1303,Dhar,Manawar,Cotton,Other,FAQ,7500,8900,8800,2022-12-01
1383,Khandwa,Pandhana,Cotton,Other,FAQ,8591,8690,8690,2022-12-01
1397,Chhindwara,Pandhurna,Cotton,Other,FAQ,8700,8800,8750,2022-12-01
1465,Jhabua,Petlawad,Cotton,Cotton (Unginned),FAQ,7400,8210,7875,2022-12-01
1523,Dhar,Rajgarh,Cotton,DCH-32(Unginned),FAQ,8200,8300,8250,2022-12-01
1632,Khargone,Sanawad,Cotton,Cotton (Unginned),FAQ,7505,8820,8450,2022-12-01
1693,Chhindwara,Saunsar,Cotton,H4,FAQ,8620,8893,8750,2022-12-01
1745,Badwani,Sendhwa,Cotton,H4,FAQ,8200,8765,8425,2022-12-01
1837,Jhabua,Thandla,Cotton,DCH-32 (Ginned),FAQ,6050,7000,6080,2022-12-01
29,Alirajpur,Alirajpur,Cotton,Other,FAQ,8000,8500,8300,2022-12-02
91,Badwani,Anjad,Cotton,Other,FAQ,6000,8670,8400,2022-12-02
170,Dhar,Badnawar,Cotton,DCH-32 (Ginned),FAQ,7700,8200,7950,2022-12-02
196,Khargone,Badwaha,Cotton,Other,FAQ,6200,8575,8380,2022-12-02
295,Badwani,Badwani,Cotton,Local,FAQ,8300,8300,8300,2022-12-02
296,Badwani,Badwani,Cotton,H4,FAQ,8200,8400,8200,2022-12-02
432,Badwani,Balwadi,Cotton,Other,FAQ,8200,8516,8400,2022-12-02
481,Khargone,Bhikangaon,Cotton,H4,FAQ,7851,8900,8540,2022-12-02
551,Dhar,Dhamnod,Cotton,Desi,FAQ,7190,8615,8405,2022-12-02
633,Dhar,Gandhwani,Cotton,Other,FAQ,8150,9000,8490,2022-12-02
726,Jhabua,Jhabua,Cotton,Desi,FAQ,8100,8620,8360,2022-12-02
784,Alirajpur,Jobat,Cotton,Other,FAQ,8000,8851,8500,2022-12-02
907,Khargone,Kasrawad,Cotton,Other,FAQ,8550,9000,8550,2022-12-02
976,Khandwa,Khandwa,Cotton,Other,FAQ,7775,8862,8550,2022-12-02
1041,Khargone,Khargone,Cotton,Other,FAQ,7300,8905,8450,2022-12-02
1117,Badwani,Khetia,Cotton,H4,FAQ,7650,10400,8850,2022-12-02
1201,Dhar,Kukshi,Cotton,H4,FAQ,6845,8745,8640,2022-12-02
1302,Dhar,Manawar,Cotton,Other,FAQ,7250,8450,8400,2022-12-02
1382,Khandwa,Pandhana,Cotton,Other,FAQ,8540,8540,8540,2022-12-02
1462,Jhabua,Petlawad,Cotton,MECH-1,FAQ,7700,7800,7783,2022-12-02
1463,Jhabua,Petlawad,Cotton,DCH-32(Unginned),FAQ,7800,7800,7800,2022-12-02
1464,Jhabua,Petlawad,Cotton,Cotton (Unginned),FAQ,7240,8300,7805,2022-12-02
1571,Ratlam,Sailana,Cotton,DCH-32(Unginned),FAQ,6000,8790,8000,2022-12-02
1631,Khargone,Sanawad,Cotton,Cotton (Unginned),FAQ,6500,8615,8300,2022-12-02
1692,Chhindwara,Saunsar,Cotton,H4,FAQ,8750,8900,8880,2022-12-02
1744,Badwani,Sendhwa,Cotton,H4,FAQ,8000,8745,8590,2022-12-02
1836,Jhabua,Thandla,Cotton,DCH-32 (Ginned),FAQ,7800,8200,8100,2022-12-02
28,Alirajpur,Alirajpur,Cotton,Other,FAQ,7000,8000,8000,2022-12-03
90,Badwani,Anjad,Cotton,Other,FAQ,6000,8600,7400,2022-12-03
195,Khargone,Badwaha,Cotton,Other,FAQ,6705,8575,8325,2022-12-03
293,Badwani,Badwani,Cotton,H4,FAQ,8000,8350,8300,2022-12-03
294,Badwani,Badwani,Cotton,Local,FAQ,8200,8400,8300,2022-12-03
431,Badwani,Balwadi,Cotton,Other,FAQ,8316,8450,8400,2022-12-03
480,Khargone,Bhikangaon,Cotton,H4,FAQ,7900,8778,8491,2022-12-03
550,Dhar,Dhamnod,Cotton,Desi,FAQ,7005,8495,8255,2022-12-03
632,Dhar,Gandhwani,Cotton,Other,FAQ,8200,9000,8650,2022-12-03
725,Jhabua,Jhabua,Cotton,Desi,FAQ,7500,8795,8148,2022-12-03
783,Alirajpur,Jobat,Cotton,Other,FAQ,8100,8500,8500,2022-12-03
848,Khargone,Karhi,Cotton,Other,FAQ,6270,8390,8250,2022-12-03
906,Khargone,Kasrawad,Cotton,Other,FAQ,7600,9500,9500,2022-12-03
975,Khandwa,Khandwa,Cotton,Other,FAQ,7401,8737,8550,2022-12-03
1040,Khargone,Khargone,Cotton,Other,FAQ,7000,8715,8350,2022-12-03
1116,Badwani,Khetia,Cotton,H4,FAQ,7800,8600,8400,2022-12-03
1200,Dhar,Kukshi,Cotton,H4,FAQ,8105,8680,8540,2022-12-03
1301,Dhar,Manawar,Cotton,Other,FAQ,7700,8700,8600,2022-12-03
1458,Jhabua,Petlawad,Cotton,Cotton (Unginned),FAQ,7500,8100,7833,2022-12-03
1459,Jhabua,Petlawad,Cotton,H4,FAQ,8000,8000,8000,2022-12-03
1460,Jhabua,Petlawad,Cotton,DCH-32(Unginned),FAQ,7600,7800,7700,2022-12-03
1461,Jhabua,Petlawad,Cotton,MECH-1,FAQ,7800,8000,7880,2022-12-03
1570,Ratlam,Sailana,Cotton,DCH-32(Unginned),FAQ,7000,9000,7800,2022-12-03
1630,Khargone,Sanawad,Cotton,Cotton (Unginned),FAQ,7300,8675,8250,2022-12-03
1743,Badwani,Sendhwa,Cotton,H4,FAQ,7350,8555,8200,2022-12-03
1835,Jhabua,Thandla,Cotton,DCH-32 (Ginned),FAQ,7000,9000,8200,2022-12-03
27,Alirajpur,Alirajpur,Cotton,Other,FAQ,7000,8200,8000,2022-12-04
292,Badwani,Badwani,Cotton,H4,FAQ,7700,8870,8500,2022-12-04
479,Khargone,Bhikangaon,Cotton,H4,FAQ,7601,8630,8350,2022-12-04
631,Dhar,Gandhwani,Cotton,Other,FAQ,8000,8000,8000,2022-12-04
723,Jhabua,Jhabua,Cotton,Other,FAQ,8300,8300,8300,2022-12-04
724,Jhabua,Jhabua,Cotton,Desi,FAQ,7650,8651,8151,2022-12-04
782,Alirajpur,Jobat,Cotton,Other,FAQ,7900,8600,8400,2022-12-04
847,Khargone,Karhi,Cotton,Other,FAQ,7900,7900,7900,2022-12-04
1115,Badwani,Khetia,Cotton,H4,FAQ,7600,8750,8700,2022-12-04
1199,Dhar,Kukshi,Cotton,H4,FAQ,8000,8700,8500,2022-12-04
1457,Jhabua,Petlawad,Cotton,Cotton (Unginned),FAQ,7700,7899,7807,2022-12-04
1522,Dhar,Rajgarh,Cotton,DCH-32(Unginned),FAQ,7700,7750,7725,2022-12-04
1569,Ratlam,Sailana,Cotton,DCH-32(Unginned),FAQ,7369,8020,7600,2022-12-04
1834,Jhabua,Thandla,Cotton,DCH-32 (Ginned),FAQ,7500,8000,7950,2022-12-04
26,Alirajpur,Alirajpur,Cotton,Other,FAQ,7000,8000,7500,2022-12-05
89,Badwani,Anjad,Cotton,Other,FAQ,7010,8490,8310,2022-12-05
194,Khargone,Badwaha,Cotton,Other,FAQ,6205,8375,8260,2022-12-05
290,Badwani,Badwani,Cotton,Local,FAQ,8100,8300,8200,2022-12-05
291,Badwani,Badwani,Cotton,H4,FAQ,8050,8300,8200,2022-12-05
430,Badwani,Balwadi,Cotton,Other,FAQ,7425,8300,8150,2022-12-05
478,Khargone,Bhikangaon,Cotton,H4,FAQ,7500,8640,8380,2022-12-05
549,Dhar,Dhamnod,Cotton,Desi,FAQ,7200,8365,7850,2022-12-05
630,Dhar,Gandhwani,Cotton,Other,FAQ,7800,8450,8102,2022-12-05
721,Jhabua,Jhabua,Cotton,Desi,FAQ,7300,8550,7925,2022-12-05
722,Jhabua,Jhabua,Cotton,Other,FAQ,8165,8204,8185,2022-12-05
781,Alirajpur,Jobat,Cotton,Other,FAQ,7500,8500,8400,2022-12-05
846,Khargone,Karhi,Cotton,Other,FAQ,7450,8370,8230,2022-12-05
905,Khargone,Kasrawad,Cotton,Other,FAQ,8000,9500,9500,2022-12-05
974,Khandwa,Khandwa,Cotton,Other,FAQ,7701,8483,8225,2022-12-05
1039,Khargone,Khargone,Cotton,Other,FAQ,7000,8505,8200,2022-12-05
1114,Badwani,Khetia,Cotton,H4,FAQ,7250,8550,8350,2022-12-05
1198,Dhar,Kukshi,Cotton,H4,FAQ,7070,8440,8300,2022-12-05
1381,Khandwa,Pandhana,Cotton,Other,FAQ,8105,8252,8221,2022-12-05
1455,Jhabua,Petlawad,Cotton,H4,FAQ,7500,8000,7727,2022-12-05
1456,Jhabua,Petlawad,Cotton,Cotton (Unginned),FAQ,6700,8200,7622,2022-12-05
1568,Ratlam,Sailana,Cotton,DCH-32(Unginned),FAQ,6500,7960,7500,2022-12-05
1629,Khargone,Sanawad,Cotton,Cotton (Unginned),FAQ,7400,8460,8200,2022-12-05
1691,Chhindwara,Saunsar,Cotton,H4,FAQ,8390,8750,8430,2022-12-05
1742,Badwani,Sendhwa,Cotton,H4,FAQ,7250,8500,7875,2022-12-05
1833,Jhabua,Thandla,Cotton,DCH-32 (Ginned),FAQ,7000,8000,7500,2022-12-05
25,Alirajpur,Alirajpur,Cotton,Other,FAQ,7500,8100,8000,2022-12-06
88,Badwani,Anjad,Cotton,Other,FAQ,6000,8656,8430,2022-12-06
